,시군구,약국명칭,주소,전화번호
2706,마포구,신촌온누리약국,서울특별시 마포구 노고산동 107번지 61호 1층,701-8277
2707,마포구,참사랑이화약국,서울특별시 마포구 연남동 573번지 1호 코오롱하늘채아파트 상가B동 117호,6358-5865
2708,마포구,그린이화약국,서울특별시 마포구 서교동 353번지 1호 서교타워오피스텔 B104-5,322-8905
2709,마포구,푸른약국,서울특별시 마포구 공덕동 105번지 98호,
2710,마포구,온누리미소약국,서울특별시 마포구 합정동 426번지 8호 JH빌딩 지하 2층,323-4052
2711,마포구,세명약국,서울특별시 마포구 공덕동 404번지,715-6290
2712,마포구,성산혜민약국,서울특별시 마포구 성산동 446번지 성산시영아파트제1상가 217호,02-309-1269
2713,마포구,마포웰츠약국,서울특별시 마포구 신공덕동 171번지 마포KCC웰츠타워 201호,
2714,마포구,하늘약국,,
2715,마포구,이화키즈팜약국,,
2716,마포구,건강약국,서울특별시 마포구 망원동 475-1,02-333-2090
2717,마포구,홍대옵티마약국,,
2718,마포구,새봄약국,,
2719,마포구,세계로약국,서울특별시 마포구 상암동 115번지 11호 1층,373-0343
2720,마포구,코끼리약국,서울특별시 마포구 대흥동 120번지 1층,
2721,마포구,미소가득한약국,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 115호,2636-6667
2722,마포구,신영약국,서울특별시 마포구 공덕동 461번지 신영지웰 203-1호,794-3930
2723,마포구,행복약국,서울특별시 마포구 동교동 147번지 3호 지하1층,324-5615
2724,마포구,서교연세약국,서울특별시 마포구 동교동 162번지 4호 남강빌딩 1층,02-336-8126
2725,마포구,홍익약국,,02-337-7566
2726,마포구,자연약국,,
2727,마포구,평화약국,서울특별시 마포구 서교동 394번지 44호 서교제일빌딩 202호,02-336-6307
2728,마포구,제일약국,서울특별시 마포구 망원동 338번지 1호 1층,336-2685
2729,마포구,DMC하늘약국,서울특별시 마포구 상암동 1653번지 DMC이안상암2단지 302호,483-1457
2730,마포구,마포보건약국,서울특별시 마포구 성산동 591번지 1호 이안상암 105호,392-3169
2731,마포구,참조은약국,서울특별시 마포구 도화동 25-13,
2732,마포구,삼성메디칼약국,서울특별시 마포구 도화동 550번지 삼성프라자상가 220호 221호,02-3273-1997
2733,마포구,환도약국,서울특별시 마포구 망원동 438번지 21호 1층,3144-7237
2734,마포구,인혜약국,서울특별시 마포구 공덕동 256번지 13호 제일빌딩 310311호,02-702-2150
2735,마포구,도원약국,,715-3095
2736,마포구,영진약국,서울특별시 마포구 망원동 401번지 18호 1층,323-1114
2737,마포구,라임약국,서울특별시 마포구 대흥동 12번지 27호 이대역푸르지오시티 상가 31호,703-3311
2738,마포구,토정약국,서울특별시 마포구 토정동 138번지 삼성상가 105호,02-3272-0608
2739,마포구,원이약국,,333-3131
2740,마포구,신촌성은약국,서울특별시 마포구 노고산동 106번지 82호 1층,717-8384
2741,마포구,광혜약국,,02-716-0839
2742,마포구,호산나약국,,02-718-7221
2743,마포구,팰리스약국,서울특별시 마포구 공덕동 462번지 마포공덕파크팰리스 II 220호,02-719-5472
2744,마포구,마래푸약국,서울특별시 마포구 아현동 326번지 18호 1층,
2745,마포구,정아약국,서울특별시 마포구 합정동 411번지 12호 1층,02-336-0486
2746,마포구,월드약국,서울특별시 마포구 상암동 1740번지 월드컵파크 프라자,303-8533
2747,마포구,르호봇약국,서울특별시 마포구 노고산동 57번지 39호 병우빌딩 4층,3141-7891
2748,마포구,더행복한약국,서울특별시 마포구 도화동 536,3296-1100
2749,마포구,delight이화약국,서울특별시 마포구 합정동 473번지 마포 한강 2차 푸르지오 220호,070-5033-3984
2750,마포구,명성약국,서울특별시 마포구 망원동 377번지 1호,02-332-4603
2751,마포구,홍대365약국,서울특별시 마포구 서교동 340번지 1호 1층,
2752,마포구,드림약국,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1010호,2132-8114
2753,마포구,유진온누리약국,서울특별시 마포구 도화동 353번지 104호,702-1210
2754,마포구,나무약국,서울특별시 마포구 신공덕동 171번지 마포KCC웰츠타워 101호,701-7595
2755,마포구,비온뒤숲속약국,서울특별시 마포구 망원동 482번지 9호 풍성빌딩 104105호,02-332-3250
2756,마포구,소망약국,서울특별시 마포구 동교동 159번지 1호 상진빌딩 지하1층,02-336-0630
2757,마포구,종오약국,서울특별시 마포구 공덕동 1번지 70호,
2758,마포구,애오개약국,서울특별시 마포구 아현동 737번지 마포에스케이허브블루 103호,365-0075
2759,마포구,예진약국,서울특별시 마포구 상암동 1601번지 KGIT센터 321호,6393-5507
2760,마포구,옵티마상원약국,,
2761,마포구,유한약국,서울특별시 마포구 중동 64번지 14호,305-4490
2762,마포구,메디컬 성모약국,서울특별시 마포구 망원동 378번지 3호,322-7707
2763,마포구,동경약국,서울특별시 마포구 노고산동 49번지 47호 1층 101호,334-7668
2764,마포구,코코약국,서울특별시 마포구 망원동 414번지 2호 1층,3141-2088
2765,마포구,아현종로약국,서울특별시 마포구 아현동 329번지 9호,02-313-3400
2766,마포구,오즈약국,서울특별시 마포구 용강동 508번지 e편한세상마포3차아파트 상가 B117호 일부,716-0254
2767,마포구,더블유스토어연세약국,서울특별시 마포구  57번지 4호 카리스빌딩 1층,3241-4358
2768,마포구,인화약국,서울특별시 마포구 신수동 288번지 8호,02-715-8602
2769,마포구,아카데미약국,서울특별시 마포구 도화동 36번지 고려아카데미텔 II 205호 206호 일부,717-2388
2770,마포구,한마음약국,,393-2046
2771,마포구,메디팜신마포약국,,02-324-4625
2772,마포구,신유정약국,서울특별시 마포구 아현동 618번지 4호 1층,02-393-8474
2773,마포구,아이비약국,서울특별시 마포구 공덕동 456번지 르네상스타워 지하 1층 12호,704-3350
2774,마포구,2층하늘약국,,
2775,마포구,합정녹십자약국,서울특별시 마포구 합정동 364번지 8호 청명빌딩 1층,02-3142-6002
2776,마포구,늘푸른약국,,323-6051
2777,마포구,하임온누리약국,서울특별시 마포구 도화동 571번지 나눔빌딩 108호,6329-7767
2778,마포구,신촌세민약국,서울특별시 마포구 노고산동 49번지 9호 1층,323-0900
2779,마포구,구심당약국,서울특별시 마포구 망원동 424번지 18호 1층,02-325-7188
2780,마포구,참약국,서울특별시 마포구 서교동 327번지 15호 1층,
2781,마포구,한마음약국,서울특별시 마포구 아현동 801번지 105호,02-393-2046
2782,마포구,수려한약국,서울특별시 마포구 성산동 56번지 1호 1층 2호,02-325-8487
2783,마포구,해맑은약국,,707-3913
2784,마포구,정약국,서울특별시 마포구 도화동 563번지 112호,
2785,마포구,원약국,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1070호 일부,2132-8077
2786,마포구,참마음약국,서울특별시 마포구 서교동 392번지 20호 체리스빌딩 101호,02-3141-0258
2787,마포구,은혜약국,,707-1613
2788,마포구,맘스케어약국,서울특별시 마포구 아현동 738번지 109호,
2789,마포구,상암월드약국,서울특별시 마포구 성산동 515번지 홈플러스월드컵점 2층,302-0131
2790,마포구,라이프약국,,02-332-9807
2791,마포구,대흥약국,서울특별시 마포구 대흥동 2-62,02-715-3959
2792,마포구,망원온누리약국,서울특별시 마포구 망원동 377번지 3호 유용빌딩 1층,322-2862
2793,마포구,진약국,서울특별시 마포구 신수동 448번지 6호 203호,
2794,마포구,즐거운약국,,714-7588
2795,마포구,홍대참신한약국,서울특별시 마포구 서교동 407번지 22호 1층,6368-5799
2796,마포구,망원동약국,서울특별시 마포구 망원동 423번지 5호 1층,
2797,마포구,이지약국,서울특별시 마포구 동교동 162번지 13호 대화빌딩 1층,336-1957
2798,마포구,보천약국,서울특별시 마포구 아현동 330번지 1호 1층,313-2190
2799,마포구,서울약국,,3275-3300
2800,마포구,상암올리브약국,서울특별시 마포구 상암동 1601번지 케이지아이티센터,359-5293
2801,마포구,합정동산약국,서울특별시 마포구 서교동 490번지 홈플러스합정점 C-17호,338-0026
2802,마포구,포도약국,,
2803,마포구,햇빛약국,,711-5982
2804,마포구,청춘약국,,3272-3333
2805,마포구,메디팜상암약국,서울특별시 마포구 상암동 1684번지 103호,02-3291-5879
2806,마포구,미약국,,02-703-0400
2807,마포구,일층약국,,02-6405-1311
2808,마포구,태평양약국,서울특별시 마포구 서교동 358번지 27호,02-322-8344
2809,마포구,신촌서울약국,,567-7677
2810,마포구,신명약국,,701-7188
2811,마포구,아름다운약국,서울특별시 마포구 아현동 397번지 5호 보령빌딩 1층,02-3147-0433
2812,마포구,성은약국,서울특별시 마포구 공덕동 7번지 1호,712-2209
2813,마포구,비타민약국,,713-6563
2814,마포구,건강누리약국,,6339-4425
2815,마포구,한사랑약국,서울특별시 마포구 망원동 414번지 92호 1층,02-3141-6774
2816,마포구,매일여는약국,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1094호,02-2132-8365
2817,마포구,신공덕약국,,02-715-2483
2818,마포구,대흥365약국,,713-2060
2819,마포구,스마일약국,,712-3311
2820,마포구,이대5번출구 옵티마 진룡약국,,
2821,마포구,소담약국,서울특별시 마포구 상암동 1623번지 한샘상암,02-304-0779
2822,마포구,합정파란문약국,서울특별시 마포구 합정동 472번지 마포 한강 푸르지오,337-6209
2823,마포구,광명약국,서울특별시 마포구 동교동 147번지 11호,324-2985
2824,마포구,망원우리약국,서울특별시 마포구 망원동 401번지 11호 구앤윤브릭하우스,02-593-6847
2825,서대문구,강약국,서울특별시 서대문구 홍은동 48-166,02-396-9677
2826,서대문구,미소약국,서울특별시 서대문구 홍제동 139번지 5호 1층,
2827,서대문구,무악메디칼약국,서울특별시 서대문구 홍은동 217번지 5호 연희8빌딩 1층,02-723-3017
2828,서대문구,모래내백화점약국,서울특별시 서대문구 남가좌동 295번지 9호,023050264
2829,서대문구,우리마을 홍제약국,서울특별시 서대문구 홍제3동 253번지 3호,02-396-1136
2830,서대문구,용한약국,서울특별시 서대문구 북가좌동 449번지,02-307-1377
2831,서대문구,세연약국,서울특별시 서대문구 신촌동 134번지 연세대학교동문회관 내,02-364-6141
2832,서대문구,성우당약국,서울특별시 서대문구 연희동 135번지 9호,02-334-2968
2833,서대문구,연희종로약국,서울특별시 서대문구 연희동 137-1,02-3141-4040
2834,서대문구,활명당약국,서울특별시 서대문구 냉천동 242,02-363-2606
2835,서대문구,서울약국,서울특별시 서대문구 홍제동 301번지 2호,02-379-7147
2836,서대문구,성심약국,서울특별시 서대문구 북아현동 125-21,02-362-0414
2837,서대문구,초원약국,서울특별시 서대문구 북아현동 1009번지 두산아파트상가 107 108호,02-392-8787
2838,서대문구,푸름약국,서울특별시 서대문구 연희동 135-1,02-3143-3030
2839,서대문구,대형약국,서울특별시 서대문구 북아현동 135번지 10호,02-312-0940
2840,서대문구,효제약국,서울특별시 서대문구 홍제동 266-130,02-391-7615
2841,서대문구,명신당약국,서울특별시 서대문구 연희동 542-45,02-335-2313
2842,서대문구,명약국,서울특별시 서대문구 창천동 29번지 81호 신촌르이에르5 202-2호,02-393-3156
2843,서대문구,햇살약국,서울특별시 서대문구 북가좌동 144번지,02-309-2656
2844,서대문구,광혜약국,서울특별시 서대문구 연희동 344번지 25호,02-362-6250
2845,서대문구,조은약국,서울특별시 서대문구 홍제동 173번지 16호 조이빌딩 지하1층,02-394-2560
2846,서대문구,거북당약국,서울특별시 서대문구 북가좌2동 307번지 8호,02-372-0744
2847,서대문구,솔약국,서울특별시 서대문구 남가좌동 293-85,02-372-3775
2848,서대문구,평화약국,서울특별시 서대문구 북가좌1동 280번지 12호,02-304-5181
2849,서대문구,은하약국,서울특별시 서대문구 남가좌동 5-178,02-372-1513
2850,서대문구,메디팜 보건약국,서울특별시 서대문구 홍제동 172번지 30호,02-391-1336
2851,서대문구,은혜온누리약국,서울특별시 서대문구 북가좌동 487번지 성공타워 125호,02-3463-1729
2852,서대문구,약손약국,서울특별시 서대문구 홍은동 217-4,02-3217-2771
2853,서대문구,연세메디칼약국,서울특별시 서대문구 북가좌동 293-7,02-303-0810
2854,서대문구,솔벗약국,서울특별시 서대문구 홍제동 274번지 22호,02-3216-8151
2855,서대문구,홍제푸른약국,서울특별시 서대문구 홍제동 266-145,02-395-3523
2856,서대문구,대학온누리약국,서울특별시 서대문구 홍은동 9-86,02-3411-8776
2857,서대문구,푸른약국,서울특별시 서대문구 남가좌동 350-2,02-373-0547
2858,서대문구,세원약국,서울특별시 서대문구 남가좌동 197-6,02-372-7955
2859,서대문구,구룡약국,서울특별시 서대문구 홍제동 268-14,02-379-6271
2860,서대문구,동현약국,서울특별시 서대문구 영천동 69-21,02-363-9417
2861,서대문구,예원약국,서울특별시 서대문구 냉천동 261번지 2호,02-393-8270
2862,서대문구,수약국,서울특별시 서대문구 남가좌동 270번지 4호,02-376-6710
2863,서대문구,모범약국,서울특별시 서대문구 남가좌동 345-3,02-372-9139
2864,서대문구,신보건약국,서울특별시 서대문구 창천동 62번지 4호,02-336-3165
2865,서대문구,영한약국,서울특별시 서대문구 충정로2가 91-2,02-363-4271
2866,서대문구,새현대약국,서울특별시 서대문구 홍은동 9-360,02-395-2284
2867,서대문구,진성약국,서울특별시 서대문구 북가좌1동 329번지 6호,02-373-5306
2868,서대문구,은하약국,서울특별시 서대문구 홍제동 330-54,02-394-7814
2869,서대문구,대유약국,서울특별시 서대문구 홍은동 277-75,02-379-4415
2870,서대문구,드림약국,서울특별시 서대문구 남가좌동 291번지 6호 2층,02-302-7111
2871,서대문구,대우약국,서울특별시 서대문구 홍제동 299-49,02-379-5836
2872,서대문구,홍인약국,서울특별시 서대문구 홍제동 460번지 인왕산현대아파트,02-379-4655
2873,서대문구,희망약국,서울특별시 서대문구 남가좌동 340-32,02-308-8038
2874,서대문구,온누리선약국,서울특별시 서대문구 충정로2가 5번지 4호,02-364-9648
2875,서대문구,화인온누리약국,서울특별시 서대문구 홍제동 158번지 33호,02-394-3046
2876,서대문구,이화사랑약국,서울특별시 서대문구 북가좌동 487번지,023758800
2877,서대문구,파크약국,서울특별시 서대문구 남가좌동 369번지 10호,02-372-3585
2878,서대문구,삼성약국,서울특별시 서대문구 연희동 137-6,02-324-2834
2879,서대문구,건강약국,서울특별시 서대문구 남가좌동 346-2,02-373-4439
2880,서대문구,훈민약국,서울특별시 서대문구 미근동 193,02-364-1193
2881,서대문구,엘리트약국,서울특별시 서대문구 창천동 18번지 50호 엘리트빌딩 5층,02-392-5505
2882,서대문구,백제약국,서울특별시 서대문구 홍은동 9-104,02-391-9877
2883,서대문구,연희위드팜약국,서울특별시 서대문구 대신동 50번지 6호,02-312-6949
2884,서대문구,해든삼성약국,서울특별시 서대문구 미근동 332번지,02-313-5031
2885,서대문구,위드팜신촌약국,서울특별시 서대문구 대신동 16번지 21호,02-312-5103
2886,서대문구,사랑약국,서울특별시 서대문구 홍은동 430번지 2호 1층,02-379-4774
2887,서대문구,명지약국,서울특별시 서대문구 홍은동 11-458,02-394-3960
2888,서대문구,일신당약국,서울특별시 서대문구 창천동 508-2,02-334-7378
2889,서대문구,진약국,서울특별시 서대문구 연희동 187-57,02-3143-3755
2890,서대문구,창일약국,서울특별시 서대문구 홍제동 294-25,02-379-1914
2891,서대문구,북가좌온누리에약국,서울특별시 서대문구 북가좌2동 327번지 6호,02-303-9155
2892,서대문구,소문난약국,서울특별시 서대문구 홍은동 48-253,02-3216-9373
2893,서대문구,비타민약국,서울특별시 서대문구 창천동 31번지 4호,02-313-2484
2894,서대문구,인왕약국,서울특별시 서대문구 홍제동 295번지 35호,02-379-6154
2895,서대문구,유진온누리약국,서울특별시 서대문구 연희동 188번지 7호 인사이드빌딩 105호,02-335-1794
2896,서대문구,한신약국,서울특별시 서대문구 홍제동 469번지,02-722-1822
2897,서대문구,연희약국,서울특별시 서대문구 연희동 420번지 1호,02-335-6242
2898,서대문구,백세당약국,서울특별시 서대문구 북가좌동 306-17,02-374-2071
2899,서대문구,오약국,서울특별시 서대문구 남가좌동 381번지,02-373-1325
2900,서대문구,대학약국,서울특별시 서대문구 창천동 52번지 3호,02-323-0111
2901,서대문구,현대약국,서울특별시 서대문구 북가좌2동 458번지 가재울아이파크상가 304호,02-303-6600
2902,서대문구,참진 온누리 약국,서울특별시 서대문구 북아현동 3번지 104호,02-313-1549
2903,서대문구,독수리약국,서울특별시 서대문구 창천동 31번지 4호  1층,02-3147-0770
2904,서대문구,사러가약국,서울특별시 서대문구 연희동 131번지 1호,02-332-4964
2905,서대문구,봄약국,서울특별시 서대문구 남가좌동 328번지 32호 1층 일부,02-304-4088
2906,서대문구,클로버약국,서울특별시 서대문구 연희동 134번지 20호,02-325-6597
2907,서대문구,한빛약국,서울특별시 서대문구 홍은동 455번지 109호,3216-5738
2908,서대문구,영신약국,,02-372-2126
2909,서대문구,한미약국,서울특별시 서대문구 남가좌동 291번지 40호,02-375-3548
2910,서대문구,세란약국,서울특별시 서대문구 창천동 52번지 1호,02-322-1239
2911,서대문구,서린약국,서울특별시 서대문구 남가좌동 338번지 1호,02-303-4073
2912,서대문구,가까운신촌약국,서울특별시 서대문구 창천동 30번지 42호,02-362-1001
2913,서대문구,새롬m약국,서울특별시 서대문구 연희동 608,02-335-3814
2914,서대문구,필온누리약국,서울특별시 서대문구 창천동 30번지 13호,02-332-5935
2915,서대문구,조이약국,서울특별시 서대문구 홍제동 301번지 2호,02-396-4275
2916,서대문구,이인치한약국,서울특별시 서대문구 대현동 56번지 51호 3층,02-363-2271
2917,서대문구,한사랑온누리약국,서울특별시 서대문구 대현동 45번지 9호 유인빌딩 지하1층,02-364-5455
2918,서대문구,서울솔약국,서울특별시 서대문구 홍제동 305번지 3호,02-998-9310
2919,서대문구,서대문약국,서울특별시 서대문구 옥천동 1번지,02-392-4932
2920,서대문구,정문약국,서울특별시 서대문구 창천동 78번지 14호,02-324-4652
2921,서대문구,행복한 참약국,서울특별시 서대문구 북가좌동 481번지 DMC래미안e편한세상,02-302-2764
2922,서대문구,완약국,서울특별시 서대문구 홍은동 37,070-4235-4395
2923,서대문구,현우약국,서울특별시 서대문구 창천동 33번지 19호,02-334-3979
2924,서대문구,북가좌수약국,서울특별시 서대문구 북가좌동 306번지 18호 경원빌딩,070-8243-0365
2925,서대문구,꿈이있는약국,서울특별시 서대문구 영천동 330번지,02-739-5136
2926,서대문구,보명약국,서울특별시 서대문구 남가좌동 381번지,02-308-5197
2927,서대문구,정도약국,서울특별시 서대문구 북아현동 134번지 21호,02-362-1561
2928,서대문구,호남약국,서울특별시 서대문구 북아현동 156번지 37호,362-8110
2929,서대문구,가까운약국,서울특별시 서대문구 홍은동 427번지 4호,02-394-7789
2930,서대문구,제중원약국,서울특별시 서대문구 홍은동 274번지 83호,02-394-0909
2931,서대문구,이대행복한 약국,서울특별시 서대문구 대현동 56번지 74호,02-873-8881
2932,서대문구,튼튼약국,서울특별시 서대문구 북가좌동 DMC래미안e편한세상 단지내상가 1BL 3-7-1호,02-304-1179
2933,서대문구,새서울약국,서울특별시 서대문구 홍제동 173번지 29호,02-394-6686
2934,서대문구,우리약국,서울특별시 서대문구 대신동 16번지 12호,02-392-7722
2935,서대문구,일심약국,서울특별시 서대문구 창천동 80-16,02-392-3333
2936,서대문구,세이지약국,서울특별시 서대문구 대현동 이화여자대학교 ECC 지하4층 404호,
2937,서대문구,청솔약국,서울특별시 서대문구 충정로3가 464번지 충정타워빌딩 지하1층 101호,02-313-1150
2938,서대문구,시티약국,서울특별시 서대문구 신촌동 74번지 12호 1층 A-101호 일부,02-6373-1820
2939,서대문구,나라약국,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이,02-309-8480
2940,서대문구,가재울온누리약국,서울특별시 서대문구 남가좌동 381번지 가재울센트레빌아파트상가 3동 3-1호,02-302-5855
2941,서대문구,굴레방약국,서울특별시 서대문구 북아현동 136번지 21호 e편한세상신촌4단지 1층 114호,02-6406-3500
2942,서대문구,알파약국,서울특별시 서대문구 홍제동 253번지 7호,02-3217-6474
2943,서대문구,신촌대로 약국,서울특별시 서대문구 창천동 20번지 41호 103호 일부,***-****
2944,서대문구,부활약국,서울특별시 서대문구 영천동 323번지,02-363-8939
2945,서대문구,혜민약국,서울특별시 서대문구 홍제동 459번지 2층 219 230호,02-391-5166
2946,서대문구,세빛약국,서울특별시 서대문구 북가좌동 306번지 20호,02-6052-0333
2947,서대문구,홍연약국,서울특별시 서대문구 연희동 719번지 18호,02-337-0555
2948,서대문구,모래내약국,,02-307-1688
2949,서대문구,혜성약국,서울특별시 서대문구 북가좌동 3번지 36호,02-373-1190
2950,서대문구,DMC필리아약국,서울특별시 서대문구 남가좌동 124번지 1호 DMC파크뷰자이 403동 106호,02-306-7553
2951,서대문구,명문약국,서울특별시 서대문구 연희동 165번지 14호,02-332-5677
2952,서대문구,윤약국,서울특별시 서대문구 남가좌동 102번지 29호,02-306-9212
2953,서대문구,소명약국,서울특별시 서대문구 남가좌동 188번지 1호 세원빌딩 1층,023027575
2954,서대문구,싱싱약국,서울특별시 서대문구 미근동 257번지,02-363-8855
2955,서대문구,가좌진약국,서울특별시 서대문구 남가좌동 105번지 12호 외 4필지,02-372-7749
2956,서대문구,새봄약국,서울특별시 서대문구 홍제동 158번지 33호 연세스포츠센터 6층 604호,02-3217-2684
2957,서대문구,기린약국,서울특별시 서대문구 홍제동 299번지 12호 1층,02-391-7588
2958,서대문구,에버그린약국,서울특별시 서대문구 대현동 104번지 5호 신촌푸르지오시티,02-6052-5071
2959,서대문구,행복가득약국,서울특별시 서대문구 창천동 72번지 12호,
2960,서대문구,제인약국,서울특별시 서대문구 홍제동 253번지 12호 1층 2층,02-379-0213
2961,서대문구,명음약국,서울특별시 서대문구 북아현동 136번지 21호 e편한세상신촌4단지 1층 117호,02-313-2208
2962,서대문구,홈케어하나약국,서울특별시 서대문구 홍제동 330번지 76호 1층,02-395-3185
2963,서대문구,아현파란문약국,서울특별시 서대문구 북아현동 136번지 21호 e편한세상신촌4단지 지하1층 B417호,02-313-2288
2964,서대문구,바다약국,서울특별시 서대문구 영천동 277번지 1층,02-392-5310
2965,서대문구,소생약국,서울특별시 서대문구 북가좌동 309번지 2호,02-303-7793
2966,서대문구,홍제태양약국,서울특별시 서대문구 홍제동 253번지 4호 1층,02-391-0808
2967,서대문구,8번가위드팜약국,서울특별시 서대문구 대신동 50번지 5호,02-313-4588
2968,서대문구,해그린약국,서울특별시 서대문구 홍제동 27번지 1호 1층,
2969,서대문구,새우리온누리약국,서울특별시 서대문구 홍제동 330번지 69호 1층,02-3417-7800
2970,서대문구,은행약국,서울특별시 서대문구 홍제동 330번지 61호 경인주유소 1층,02-379-2922
2971,서대문구,새서울DMC약국,서울특별시 서대문구 북가좌동 487번지 성공타워1,02-306-0397
2972,서대문구,도담약국,서울특별시 서대문구 북아현동 136번지 21호 e편한세상신촌 4단지 상가동 2층 206호,02-365-0206
2973,서대문구,홍은약국,서울특별시 서대문구 홍은동 404번지 1호 서강주상복합아파트 1층 102호,02-309-2817
2974,서대문구,행복한약국,서울특별시 서대문구 홍제동 174번지 21호 1층,02-720-3373
2975,서대문구,행운약국,서울특별시 서대문구 남가좌동 344번지 32호 남가좌프라자,02-6405-7797
2976,서대문구,행복약국,서울특별시 서대문구 홍은동 409번지 34호 1층,02-6407-3119
2977,서초구,아라약국,서울특별시 서초구 서초동 1317번지 20호 아라타워 111호,530-8575
2978,서초구,브라운스톤약국,서울특별시 서초구 서초동 1677번지 1호 브라운스톤 1층 105호,02-598-2545
2979,서초구,자연약국,서울특별시 서초구 서초1동 1443-31,02-582-5717
2980,서초구,유경약국,서울특별시 서초구 방배본동 778-8,02-591-5027
2981,서초구,일이약국,서울특별시 서초구 서초1동 1673-5 진영빌딩 1층,02-583-9551
2982,서초구,구심약국,서울특별시 서초구 방배본동 767-26,02-599-5163
2983,서초구,정신약국,서울특별시 서초구 방배4동 837-1,02-532-0469
2984,서초구,성지약국,서울특별시 서초구 방배본동 삼호상가 103호,02-537-1086
2985,서초구,보현약국,서울특별시 서초구 방배1동 910-1,02-584-6471
2986,서초구,신세기약국,서울특별시 서초구 반포3동 반포쇼핑 8동 106,02-532-7541
2987,서초구,팜메이트대학당약국,서울특별시 서초구 서초1동 1669-1,02-585-3092
2988,서초구,수도약국,서울특별시 서초구 방배본동 795-25,02-537-7577
2989,서초구,삼미약국,서울특별시 서초구 반포1동 741-9,02-547-6152
2990,서초구,방일약국,서울특별시 서초구 방배1동 913-31,02-582-4204
2991,서초구,메디팜은강약국,서울특별시 서초구 잠원동 50-2 설악복지센타 104호,02-593-3245
2992,서초구,고명약국,서울특별시 서초구 우면동 64-2 선일상가 101102호,02-2057-3448
2993,서초구,티파니약국,서울특별시 서초구 반포4동 55-4 1층,02-592-2979
2994,서초구,은혜약국,서울특별시 서초구 반포본동 1189 1층,02-533-9939
2995,서초구,열린약국,서울특별시 서초구 방배4동 1770 1층,02-532-9189
2996,서초구,우리들약국,서울특별시 서초구 반포동 32번지 2호 동화반포프라자빌딩 105호,02-537-9286
2997,서초구,십자당약국,서울특별시 서초구 서초동 1442번지 10호 1층,02-583-9482
2998,서초구,슈퍼빌온누리약국,서울특별시 서초구 서초동 1446번지 11호 현대슈퍼빌상가동 106호,02-521-2468
2999,서초구,하나약국,서울특별시 서초구 서초3동 1714-19 한성빌딩 101호,02-591-3619
3000,서초구,한일약국,서울특별시 서초구 서초3동 1705 정곡빌딩 서관 지하1층,02-536-9303
3001,서초구,민들레약국,서울특별시 서초구 양재동 18번지 7호 1층,02-575-1233
3002,서초구,구룡수약국,서울특별시 서초구 양재동 5번지 1호 1층,02-576-9772
3003,서초구,서광약국,서울특별시 서초구 서초3동 1486-1,02-585-6835
3004,서초구,그린약국,서울특별시 서초구 서초2동 1342 시범빌딩 102호,02-581-4925
3005,서초구,빛샘온누리약국,서울특별시 서초구 서초4동 1689-1 1층,02-596-1307
3006,서초구,메디팜유일약국,서울특별시 서초구 서초3동 1481-2,02-585-2260
3007,서초구,서초당약국,서울특별시 서초구 서초3동 1575-9 삼화빌딩,02-521-9443
3008,서초구,조달약국,서울특별시 서초구 반포동 63번지 7호 효성빌딩 지하1층,02-3476-1779
3009,서초구,보람약국,서울특별시 서초구 반포4동 56-2,02-3477-2783
3010,서초구,세계로약국,서울특별시 서초구 방배2동 442-2,02-3474-2599
3011,서초구,건강과행복이열리는약국,서울특별시 서초구 서초4동 1692-4,02-591-3399
3012,서초구,서초백화점약국,서울특별시 서초구 서초3동 1602-1 상경빌딩 1층,02-3474-7575
3013,서초구,행복약국,서울특별시 서초구 서초2동 1332-3 무지개쇼핑 145146호,02-521-2829
3014,서초구,아란약국,서울특별시 서초구 서초4동 1310-5 영동프라자 333호,02-537-9358
3015,서초구,한샘약국,서울특별시 서초구 잠원동 69-12 반포쇼핑6동 1층,02-534-8613
3016,서초구,홈케어방배약국,서울특별시 서초구 방배2동 951-1 1층,02-585-7270
3017,서초구,한약국,서울특별시 서초구 반포1동 706-10 1층,02-541-3838
3018,서초구,버클리약국,서울특별시 서초구 반포2동 2-8 신반포상가 2층,02-592-4222
3019,서초구,대경약국,서울특별시 서초구 잠원동 56-3 107호,02-593-4958
3020,서초구,메디팜메트로약국,서울특별시 서초구 방배3동 479-1,02-597-7586
3021,서초구,서초삼성약국,서울특별시 서초구 서초2동 1327 102호,02-3474-0617
3022,서초구,남영약국,서울특별시 서초구 방배본동796-28 1층,02-533-7197
3023,서초구,수정약국,서울특별시 서초구 양재2동 277-3 1층,02-574-8066
3024,서초구,희망약국,서울특별시 서초구 잠원동 69-12 403호,02-591-4251
3025,서초구,서초늘푸른약국,서울특별시 서초구 잠원동 57 대림아파트상가 117호,534-5536
3026,서초구,우면메디칼약국,서울특별시 서초구 우면동 725번지,02-575-0234
3027,서초구,사당13번약국,서울특별시 서초구 방배동 445번지 5호 도양빌딩 1층,585-2113
3028,서초구,메디팜동양약국,서울특별시 서초구 서초동 1331번지 2호,582-8943
